<pad> day math tutor head life <eos>
<pad> family wanted loved found home <eos>
<pad> socks day low find man <eos>
<pad> day wanted decided home back <eos>
<pad> drink drinking day feels <eos> never
<pad> wanted day mom eventually belt <eos>
<pad> dinner ordered day pizza delicious <eos>
<pad> car day started back found <eos>
<pad> pregnant needed day period home <eos>
<pad> wanted day decided lot back <eos>
<pad> day wanted decided home back <eos>
<pad> reading book found bookstore returned <eos>
<pad> dentist appointment tooth teeth home <eos>
<pad> friend day friends decided home <eos>
<pad> babysit babysitting day finally happy <eos>
<pad> car mechanic engine police tom <eos>
<pad> school homework day friends year <eos>
<pad> day suddenly morning back home <eos>
<pad> card money day pay back <eos>
<pad> day wanted decided home back <eos>
<pad> wanted needed day table proud <eos>
<pad> date movie dinner resolved end <eos>
<pad> store decided home melted delicious <eos>
<pad> school nervous friends day parents <eos>
<pad> job money day work fired <eos>
<pad> day wanted decided home back <eos>
<pad> wanted day decided home back <eos>
<pad> job boss work day fired <eos>
<pad> propose wanted marry finally dinner <eos>
<pad> glasses day broke fixed fix <eos>
<pad> wanted day decided back home <eos>
<pad> job day told found home <eos>
<pad> nose day made decided home <eos>
<pad> cards day decided card home <eos>
<pad> day house decided door home <eos>
<pad> work day decided made <eos> it
<pad> bar asked leave arrived left <eos>
<pad> piano lessons lot decided happy <eos>
<pad> wanted day decided home back <eos>
<pad> birthday gift gifts made presents <eos>
<pad> fishing caught boat fish home <eos>
<pad> friend day decided man home <eos>
<pad> hungry day squirrel food home <eos>
<pad> gina day back night home <eos>
<pad> tom house room grabbed back <eos>
<pad> day wanted decided home back <eos>
<pad> dave day lot finally trip <eos>
<pad> gina day hand back home <eos>
<pad> job day work worked life <eos>
<pad> penny luck day found lost <eos>
<pad> work teeth mouth bad back <eos>
<pad> wanted decided ears finally home <eos>
<pad> farmer market day decided home <eos>
<pad> day wanted decided home back <eos>
<pad> car day decided work home <eos>
<pad> boat lake shore water time <eos>
<pad> wanted day mom baby home <eos>
<pad> day wanted decided home back <eos>
<pad> dinner doctor ate back <eos> anything
<pad> travel wanted decided time home <eos>
<pad> bob day decided eventually glad <eos>
<pad> voice day lost find back <eos>
<pad> day wanted decided home back <eos>
<pad> job promotion boss finally happy <eos>
<pad> day wanted decided home back <eos>
<pad> day wanted decided home back <eos>
<pad> fight friends fought started man <eos>
<pad> game goal day team year <eos>
<pad> sandwich bread decided back <eos> to
<pad> barry friends day finally home <eos>
<pad> day wanted decided home back <eos>
<pad> mirror looked shattered missing back <eos>
<pad> day wanted decided home back <eos>
<pad> day wanted decided home back <eos>
<pad> thanksgiving family dinner turkey cooked <eos>
<pad> tom sale lot price items <eos>
<pad> day nervous put told home <eos>
<pad> watch buy decided day tv <eos>
<pad> game excited time finally fun <eos>
<pad> drunk drinking drink back <eos> alcohol
<pad> pregnant doctor labor hospital happy <eos>
<pad> tim decided wrong ended back <eos>
<pad> car hill day home hit <eos>
<pad> dog day shelter run home <eos>
<pad> costume halloween decided work day <eos>
<pad> washer day wash clothes put <eos>
<pad> car store day run home <eos>
<pad> dinner day ate pizza delicious <eos>
<pad> day wanted decided home back <eos>
<pad> job boss fired office end <eos>
<pad> park day kids home <eos> anything
<pad> nervous studied test pass study <eos>
<pad> cans day set back <eos> i
<pad> chickens eggs pan tasted mixed <eos>
<pad> cup sip sugar coffee made <eos>
<pad> wanted day finally found love <eos>
<pad> day wanted decided home back <eos>
<pad> paper due write turned i <eos>
<pad> river day started water <eos> way
<pad> treating trick time halloween left <eos>
<pad> braces wanted adult eventually happy <eos>
<pad> work smell day decided home <eos>
<pad> day wanted decided home back <eos>
<pad> walk dog leash minutes home <eos>
<pad> park day lot year won <eos>
<pad> day wanted decided home back <eos>
<pad> day wanted decided home back <eos>
<pad> day wanted decided home back <eos>
<pad> train day stop walk home <eos>
<pad> headache day medicine doctor bed <eos>
<pad> breakfast bacon poured decided morning <eos>
<pad> tom loud day work turned <eos>
<pad> nervous day practiced time solo <eos>
<pad> car money drive home day <eos>
<pad> sam day decided picked back <eos>
<pad> dinner chicken decided tasted delicious <eos>
<pad> internet day decided work home <eos>
<pad> day wanted decided home back <eos>
<pad> work day started desk home <eos>
<pad> cup sip spilled burned drank <eos>
<pad> river water day rain <eos> went
<pad> throw invited friends party home <eos>
<pad> pet cat day mom home <eos>
<pad> wanted decided house day home <eos>
<pad> day wanted decided home back <eos>
<pad> job haunted day made home <eos>
<pad> flowers day picked watered <eos> i
<pad> airplane plane flight airport fly <eos>
<pad> car day hospital leg arm <eos>
<pad> dog house dogs day home <eos>
<pad> joe day lot night home <eos>
<pad> wanted decided day asked end <eos>
<pad> wanted day put back home <eos>
<pad> necklace buy decided wore bought <eos>
<pad> language wanted decided day <eos> to
<pad> car hill fell hospital back <eos>
<pad> day wanted decided home back <eos>
<pad> friends day asked people friend <eos>
<pad> house decided mom home back <eos>
<pad> wanted day asked decided home <eos>
<pad> wanted family decided back home <eos>
<pad> car birthday bike rode hit <eos>
<pad> change day work back changed <eos>
<pad> movie film scary theater night <eos>
<pad> house day lot scared left <eos>
<pad> car money raining stolen someone <eos>
<pad> gun day started target back <eos>
<pad> day wanted decided home back <eos>
<pad> store groceries list milk home <eos>
<pad> clock house day batteries home <eos>
<pad> flowers day picked smell <eos> vase
<pad> power day car decided home <eos>
<pad> soup restaurant bowl decided step <eos>
<pad> tom day decided eventually home <eos>
<pad> work day started back <eos> glad
<pad> safari day lot mom remember <eos>
<pad> wanted excited lot decided home <eos>
<pad> friends bar game time end <eos>
<pad> quiz studied class time grade <eos>
<pad> wanted day decided home back <eos>
<pad> wanted day thought put decided <eos>
<pad> day wanted decided home back <eos>
<pad> wanted day decided started back <eos>
<pad> house day home mom back <eos>
<pad> wanted day started told back <eos>
<pad> day wanted started decided home <eos>
<pad> mall wanted decided home wait <eos>
<pad> restaurant hungry food spilled home <eos>
<pad> bar friends scared time home <eos>
<pad> tom day bird loud turned <eos>
<pad> spring day work home backyard <eos>
<pad> day wanted decided home back <eos>
<pad> town day decided lot left <eos>
<pad> wanted day decided back home <eos>
<pad> actor wanted decided eventually glad <eos>
<pad> tom day found man <eos> way
<pad> gas car stop exit <eos> i
<pad> watching couch broke fix screen <eos>
<pad> day wanted decided home back <eos>
<pad> kids day started back home <eos>
<pad> arnold decided afraid fear night <eos>
<pad> car day suddenly back home <eos>
<pad> wanted day made time <eos> twins
<pad> day wanted decided home back <eos>
<pad> day brother looked man home <eos>
<pad> candy factory decided lot happy <eos>
<pad> birthday friends day cake party <eos>
<pad> day wanted decided home back <eos>
<pad> girl wanted day asked love <eos>
<pad> school snow day closed home <eos>
<pad> tom day doctor home hospital <eos>
<pad> day wanted decided home back <eos>
<pad> nervous test cheat failed pass <eos>
<pad> nervous day trained place happy <eos>
<pad> soup chicken cooked tasted delicious <eos>
<pad> cup sip sugar poured coffee <eos>
<pad> day wanted decided home back <eos>
<pad> birthday friends celebrate presents cake <eos>
<pad> car suddenly storm damage home <eos>
<pad> dinner day ate pizza delicious <eos>
<pad> sam shoe shoes happened home <eos>
<pad> day wanted decided home back <eos>
<pad> treating halloween rain rained home <eos>
<pad> wanted money found looked home <eos>
<pad> surf wanted decided year end <eos>
<pad> tom day lot back home <eos>
<pad> gina decided started back home <eos>
<pad> nervous studied test failed pass <eos>
<pad> cook decided food day served <eos>
<pad> dentist brushed cavities tooth teeth <eos>
<pad> house suddenly day home damage <eos>
<pad> day wanted decided home back <eos>
<pad> date girl dinner resolved end <eos>
<pad> day wanted decided home back <eos>
<pad> cook ingredients cooked delicious waiter <eos>
<pad> cupcakes wanted decided day home <eos>
<pad> gina day work hours back <eos>
<pad> glasses day put told back <eos>
<pad> day wanted decided home back <eos>
<pad> cereal fridge bowl poured spilled <eos>
<pad> sam stuck mud finally home <eos>
<pad> tom day found home decision <eos>
<pad> friends food decided dinner home <eos>
<pad> friends day started doctor back <eos>
<pad> gained weight decides day gym <eos>
<pad> mother day mom home love <eos>
<pad> christmas family gifts presents year <eos>
<pad> reunion family day eventually happy <eos>
<pad> college day accepted decided proud <eos>
<pad> wanted day decided home back <eos>
<pad> shower needed scrubbed wash time <eos>
<pad> card stolen pay returned cards <eos>
<pad> boots size buy pair home <eos>
<pad> shoes buy found pair home <eos>
<pad> day wanted decided home back <eos>
<pad> molly house mom put home <eos>
<pad> car decided day home race <eos>
<pad> friends birthday throw party home <eos>
<pad> job service decided finally back <eos>
<pad> cans day set back <eos> i
<pad> photographer pictures day put photos <eos>
<pad> day wanted decided thought home <eos>
<pad> aquarium day fish tank home <eos>
<pad> tom juice drink sour <eos> never
<pad> wanted day table proud work <eos>
<pad> pregnant born hospital crying <eos> he
<pad> wanted jewelry day work home <eos>
<pad> park walk slide home ate <eos>
<pad> day nervous decided student happy <eos>
<pad> house lived scared night home <eos>
<pad> gina day started back <eos> glad
<pad> lizard day decided lot home <eos>
<pad> day wanted decided home back <eos>
<pad> bed mom put decided night <eos>
<pad> cook kitchen cooked recipes served <eos>
<pad> day wanted decided home back <eos>
<pad> keys looked find searched found <eos>
<pad> swim team win won day <eos>
<pad> game played play games team <eos>
<pad> sushi wanted good dinner left <eos>
<pad> swim pool swam teach swimming <eos>
<pad> dentist brushed cavities tooth teeth <eos>
<pad> gina music loud day home <eos>
<pad> christmas family gifts presents year <eos>
<pad> day wanted decided thought home <eos>
<pad> bed sleep night put room <eos>
<pad> friends day mom made fun <eos>
<pad> wendy day decided make put <eos>
<pad> fred date dinner resolved nerves <eos>
<pad> mouse day mice broken happy <eos>
<pad> work started day doctor <eos> someone
<pad> game excited ball team won <eos>
<pad> items sale sell sold home <eos>
<pad> day wanted decided home back <eos>
<pad> gina house day decided night <eos>
<pad> app decided space found happy <eos>
<pad> day wanted decided home back <eos>
<pad> friends party house throw home <eos>
<pad> day house head put happy <eos>
<pad> house day kids decided family <eos>
<pad> day wanted decided home back <eos>
<pad> late work woke overslept ran <eos>
<pad> wanted day dive decided diving <eos>
<pad> wanted day life finally man <eos>
<pad> wanted day decided back found <eos>
<pad> wanted day decided lot home <eos>
<pad> phone falls dropped screen service <eos>
<pad> pregnant wanted mom found home <eos>
<pad> work day decided eventually fix <eos>
<pad> prom asked dress date stores <eos>
<pad> day decided mom home back <eos>
<pad> house decided door day home <eos>
<pad> sean ingredients decided mixed make <eos>
<pad> propose ring proposed dinner proposal <eos>
<pad> work day started back home <eos>
<pad> day wanted decided home back <eos>
